Tree,unique_gene_count,genes
100,49,AHCTF1|BCL9|CDC42BPA|CDH1|CEP170|CNBD1|COL22A1|CSMD1|CSMD3|DNAH14|EFR3A|ENPP2|EPPK1|EXO1|FAM135B|FER1L6|GATA3|HMCN1|INTS8|MTBP|MTSS1|NID1|NLRP3|NOTCH2|OR2AK2|OR2T1|OR2T2|OR2T3|OR2T34|ORAOV1|PDE4DIP|PIK3CA|PLD5|PVT1|RAD54B|RIMS2|RYR2|SHANK2|SPTA1|TARBP1|TBC1D31|TCHH|TG|TP53|TTN|VPS13B|ZFAT|ZNF670|ZP4
101,58,ADCK5|ADSS|AHCTF1|ATP6V1C1|BAALC|BCL9|CASC7|CDH1|CNBD1|COL22A1|CTTN|CYP11B1|DENND3|ERBB2|FLG|FLG2|GATA3|GLI4|HEATR1|HSF1|KIF26B|MIR599|NOTCH2|NOV|NUDCD1|OBSCN|OR2C3|OR2T1|OR2T2|OR2T3|ORAOV1|OXR1|PDE4DIP|PIK3CA|PKHD1L1|PLD5|PLEC|PLEKHA6|PLEKHF2|RAD54B|RIMS2|RN7SL350P|RUNX1T1|RYR2|SDCCAG8|SPTA1|TACC1|TARBP1|TMEM74|TP53|TRIM67|TRIQK|TSPYL5|ZFPM2|ZNF251|ZNF670|ZP4|snoU13|ENSG00000238372.1
102,71,ACTN2|ADSS|AKT3|BAALC|BAG4|CDH1|CNBD1|COL14A1|CSMD3|CYP11B1|CYP11B2|DNAH14|EIF3H|ERBB2|ERLIN2|ESRP1|EXO1|FLG|FMN2|GATA3|GDF6|GLI4|GPR137B|HHLA1|HMCN1|IRF2BP2|KCNS2|KCNU1|MAPK15|MYEOV|NOTCH2|OBSCN|OR14A16|OR14K1|OR2AK2|OR2B11|OR2C3|OR2L2|OR2T2|OR2T3|OR2T33|OR2T34|ORAOV1|PCNXL2|PDE4DIP|PIK3CA|PKHD1L1|PLD5|PLEC|PPAPDC1B|PPFIA1|PVT1|RAD54B|RIMS2|RN7SL350P|RNA5SP276|RUNX1T1|RYR2|SHANK2|SLC26A7|SPTA1|TARBP1|TBC1D31|TMEM74|TP53|TRPS1|USH2A|ZFAT|ZFPM2|ZNF250|ZNF670
103,77,ADCK5|ADCY8|ADSS|AHCTF1|ANO1|ARID4B|ARNT|BAG4|BAI1|CA14|CDH1|CEP170|COL14A1|CPSF1|CSMD1|CSMD3|DNAH14|DPY19L4|EFR3A|ERBB2|ERLIN2|EXO1|FER1L6|FMN2|GATA3|GEM|GPR137B|GRHL2|HMCN1|IRF2BP2|KCNQ3|KCNU1|KHDRBS3|KMO|MFSD3|MTSS1|MYEOV|NDUFAF6|NDUFB9|NOTCH2|OBSCN|OR14A16|OR2AK2|OR2C3|OR2M5|OR2T2|OR2T3|OR2T33|OR2T34|ORAOV1|OXR1|PIK3CA|PKHD1L1|PLEKHA6|PVT1|RAB11FIP1|RAD54B|RIMS2|RN7SL350P|RYR2|SLC26A7|SPTA1|TACC1|TAF2|TARBP1|TBC1D31|TCHH|TG|TMEM67|TMEM71|TP53|TRAPPC9|TRPS1|TTN|VPS13B|ZNF670|ZNF695
104,73,ADCK5|AHCTF1|ASAP1|ASH1L|ATAD2|BAALC|CA14|CCDC166|CDH1|CNBD1|COL14A1|CPQ|CSMD1|CSMD3|DCAF13|DNAH14|EPPK1|ERBB2|ESRP1|FER1L6|FLG|FMN2|GATA3|GDF6|GPR137B|GRHL2|GSDMC|HHLA1|HMCN1|IRF2BP2|KCNU1|KMO|LINC00536|MAL2|MIR548A3|MTBP|MTSS1|MYEOV|NOTCH2|OBSCN|OC90|OR2L13|OR2T2|ORAOV1|OXR1|PDE4DIP|PIK3CA|PLD5|PLEC|PLEKHA6|PLEKHF2|PVT1|RAD54B|RGS22|RIMS2|RYR2|SETDB1|SHANK2|TAF2|TARBP1|TBC1D31|TCHH|TG|TP53|TRIM67|TRIQK|TTN|USH2A|WISP1|ZFPM2|ZNF670|ZP4|snoU13|ENSG00000238372.1
105,70,ADCK5|AHCTF1|ARID4B|ASH1L|BAALC|BAG4|BAI1|CCDC166|CDH1|CSMD1|CSMD3|CTTN|CYP11B1|DENND3|DNAH14|EFR3A|ENPP2|ERBB2|FAM49B|FER1L6|FLG|GATA3|GPR137B|GRHL2|GSDMC|HMCN1|KCNQ3|KCNU1|KHDRBS3|LETM2|MROH5|MYEOV|NCALD|NOTCH2|OR14A16|OR2AK2|OR2C3|OR2T1|OR2T2|OXR1|PIK3CA|PKHD1L1|PLEC|PLEKHA6|PLEKHF2|PVT1|RIMS2|RNF139|RYR2|SDC2|SLC26A7|SPTA1|TAF2|TARBP1|TCHH|TG|TMEM71|TP53|TRIM67|TRIQK|TRPS1|TTN|UBR5|USH2A|WISP1|ZFPM2|ZNF251|ZNF670|ZP4|snoU13|ENSG00000238372.1
106,64,ACTN2|ADCK5|AHCTF1|ASAP1|ASH1L|BAI1|C8orf86|CA14|CDC42BPA|CDH1|CEP170|CPSF1|CSMD1|CSMD3|DENND3|EFR3A|ERLIN2|FAM49B|FER1L6|FLG|FMN2|GATA3|GLI4|HEATR1|HSF1|KCNQ3|KIAA1429|KIF26B|KMO|LINC00536|MIR1207|MIR599|MTSS1|MYEOV|NIPAL2|NOTCH2|OBSCN|OC90|OR14A16|OR14K1|OR2L2|OR2T2|OR2T33|OXR1|PIK3CA|PKHD1L1|PLD5|PPFIA1|RUNX1T1|SDC2|SLC52A2|TAF2|TARS2|TCHH|TP53|TP53INP1|TRAPPC9|TRPS1|TTN|UBR5|USH2A|ZNF250|ZNF496|ZP4
107,59,ADCK5|ADCY8|AZIN1|BAG4|BAI1|CCDC166|CDH17|COL14A1|COL22A1|CYP11B2|DENND3|DNAH14|EFR3A|ERLIN2|FAM135B|FGFR1|FLG|FLG2|GATA3|GDF6|GLI4|GPR137B|GRHL2|HHLA1|INTS8|IRF2BP2|KHDRBS3|LINC00536|LINC00861|LRRC24|LY6D|MTSS1|MYEOV|NECAB1|OBSCN|OR2AK2|OR2C3|OR2T2|OR2T3|OR2T34|ORAOV1|OXR1|PDE4DIP|PIK3CA|PKHD1L1|PLEKHA6|PLEKHF2|RAD54B|RYR2|SLC52A2|TBC1D31|TG|TP53|TRIM67|TTN|VPS13B|ZFPM2|ZHX1|ZNF496
108,63,AHCTF1|ANO1|ASH1L|BAG4|CCDC166|CDC42BPA|CDH1|CEP170|CNBD1|COL14A1|CPQ|CPSF1|CSMD1|CSMD3|DENND3|DNAH14|EMC2|ENPP2|ERBB2|ERLIN2|FAM135B|FER1L6|FLG|FMN2|GLI4|HMCN1|KCNU1|LINC00536|LYST|MATN2|MYEOV|NOTCH2|NSMCE2|OBSCN|OR2AK2|OR2C3|OR2L3|OR2T2|OR2T34|ORAOV1|PCNXL2|PDE4DIP|PIK3CA|PLD5|PLEC|PLEKHA6|PPAPDC1B|RAB11FIP1|RAD54B|SDCCAG8|SHANK2|SLC26A7|SPTA1|TARBP1|TCHH|TFB2M|TP53|TRAPPC9|TRIQK|TRPS1|TTN|USH2A|ZNF670
109,66,AHCTF1|ANGPT1|ANO1|ASAP1|CA14|CCND1|CDH1|COL14A1|COL22A1|CSMD1|CSMD3|CTTN|DENND3|DNAH14|DPY19L4|EFR3A|ENPP2|ERBB2|FAM49B|FLG|GATA3|GEM|GPR137B|GRHL2|HMCN1|HSF1|INTS8|KCNU1|LRP12|LYST|MIR30D|MTSS1|MYC|NDRG1|NOTCH2|OR14A16|OR2G2|OR2T1|OR2T2|OR2T27|ORAOV1|OXR1|PDE4DIP|PIK3CA|PLD5|PLEKHF2|RAB11FIP1|RAD54B|RIMS2|RN7SL350P|RNF139|RUNX1T1|RYR2|SHANK2|SLC30A8|TAF2|TARBP1|TARS2|TBC1D31|TCHH|TP53|TRAPPC9|TRIM67|TRPS1|TTN|ZP4
110,57,ABRA|ACTN2|ADCK5|ADSS|AHCTF1|BAALC|BCL9|CDC42BPA|CDH1|CSMD1|CSMD3|DENND3|DNAH14|EFR3A|ENPP2|ERBB2|EXO1|FAM91A1|FER1L6|FLG|FMN2|GATA3|GRHL2|HHLA1|KCNQ3|LINC00977|MTSS1|MYC|MYEOV|NOTCH2|NSMCE2|OR2AK2|OR2L13|OR2M7|OR2T1|OR2T2|OR2T3|OR2T34|PIK3CA|PLD5|PLEKHF2|PVT1|RAD54B|RECQL4|RYR2|SHANK2|SPTA1|TARBP1|TBC1D31|TCHH|TP53|TRIM67|TRPS1|UBR5|USH2A|ZFPM2|ZNF670
111,64,ADCY8|AHCTF1|ANXA13|ARID4B|BCL9|CA14|CDH1|COL14A1|CPSF1|CYP11B1|DENND3|DNAH14|ENPP2|ERLIN2|FAM135B|FAM49B|FER1L6|FLG|FMN2|GATA3|GPR137B|HMCN1|INTS8|MAPK15|MIR30D|MYC|MYEOV|NDUFB9|NLRP3|NOTCH2|OBSCN|OR2AK2|OR2C3|OR2L3|OR2T2|OR2T34|ORAOV1|PDE4DIP|PIK3CA|PLEC|PLEKHA6|PVT1|RAD54B|RIMS2|RYR2|SCRIB|SHANK2|SLC26A7|TARBP1|TATDN1|TBC1D31|TCHH|TG|TMEM71|TP53|TRAPPC9|TRIM67|TRPS1|TTN|UBR5|USH2A|VPS13B|ZNF670|ZP4
112,68,ADCK5|ADCY8|AHCTF1|ANO1|ATP6V1C1|BAI1|CA14|CDC42BPA|CDH1|CEP170|COA6|COL14A1|COL22A1|CSMD1|CSMD3|CYP11B1|CYP11B2|DDHD2|DENND3|DNAH14|EFR3A|EIF3H|ENPP2|ERBB2|FER1L6|GATA3|GLI4|GPR137B|HHLA1|HMCN1|HSF1|INTS8|KCNQ3|KCNU1|MAPK15|MYEOV|NDUFB9|NOTCH2|NSMCE2|OBSCN|OR14K1|OR2AK2|OR2C3|OR2T33|OR2T34|OSR2|OXR1|PIK3CA|PKHD1L1|PLEC|POU5F1B|PPFIA1|PVT1|RAB11FIP1|RIMS2|RN7SKP155|RN7SL350P|RYR2|SHANK2|TAF2|TP53|TTN|UBR5|VPS13B|ZFPM2|ZNF670|ZNF703|ZP4
113,73,ADCK5|ADCY8|AGO2|AKT3|ANO1|ANXA13|ASAP1|ATP6V1C1|BAI1|CDC42BPA|CDH1|CNBD1|COL14A1|CSMD3|CYP11B1|ENPP2|ERBB2|ERLIN2|FAM135B|FAM49B|FER1L6|FLG|FMN2|GATA3|GDF6|GSDMC|HORMAD1|KCNU1|KHDRBS3|KIAA1429|MIR1208|MYEOV|NDUFB9|NOTCH2|OBSCN|OR14K1|OR2C3|OR2T2|OR2T3|OR2T34|OXR1|PCNXL2|PDE4DIP|PDP1|PIK3CA|PKHD1L1|PLD5|PLEC|PLEKHA6|PPFIA1|RAD54B|RIMS2|RNA5SP276|RYR2|SLC26A7|SLC52A2|SNX31|SPTA1|TAF2|TBC1D31|TCHH|TFB2M|TG|TMEM75|TP53|TRIQK|TRPS1|TTN|WISP1|ZFAT|ZFPM2|ZNF670|ZP4
114,66,ADCY8|AHCTF1|ASH1L|ATP6V1C1|BAALC|BAG4|CCDC166|CDH1|CEP170|COL14A1|COL22A1|CSMD1|DENND3|DNAH14|EFR3A|EPPK1|ERLIN2|FER1L6|FLG2|FMN2|GATA3|GPR137B|HHLA1|INTS8|LINC00536|MED30|MYC|MYEOV|NOTCH2|OBSCN|OR2AK2|OR2C3|OR2L2|OR2L3|OR2M5|OR2T1|OR2T2|ORAOV1|OXR1|PDE4DIP|PHF20L1|PIK3CA|PLEC|PLEKHA6|PPFIA1|PTK2|PVT1|RUNX1T1|RYR2|SHANK2|SIPA1L2|SLC26A7|SPTA1|TCHH|TFB2M|TG|TMEM74|TP53|TRIM67|TRPS1|TTN|USH2A|ZFAT|ZFPM2|ZNF670|ZP4
115,61,ADSS|AHCTF1|ANGPT1|ARID4B|CDH1|COL14A1|CSMD3|DNAH14|ERBB2|ERLIN2|ESRP1|FGF19|FGFR1|FLG|FLG2|GATA3|GLI4|GPR137B|INTS8|IRF2BP2|LINC00536|LINC00977|MIR5194|MIR599|MYEOV|NLRP3|NSMCE2|OBSCN|OC90|OR13G1|OR2C3|OR2T1|OR2T12|OR2T3|OR2T33|OR2T34|OXR1|PDE4DIP|PIK3CA|PLEKHA6|POU5F1B|RAD54B|RIMS2|RN7SL350P|RUNX1T1|RYR2|SHANK2|SLC26A7|SNTB1|SNX31|SPTA1|TACC1|TARBP1|TBC1D31|TP53|TRAPPC9|TSPYL5|TTN|USH2A|VPS13B|ZNF703
116,69,ADCY8|AHCTF1|ANO1|BCL9|CDC42BPA|CDH1|CEP170|CNBD1|COL14A1|CSMD1|CSMD3|CTTN|DENND3|DNAH14|EFR3A|ERBB2|ERLIN2|EXO1|FER1L6|FLG|GATA3|GPR137B|HMCN1|HSF1|KCNU1|LRP12|MYC|MYEOV|NDUFB9|NOTCH2|OBSCN|OR14K1|OR2C3|OR2G2|OR2G6|OR2L13|OR2T1|OR2T2|OR2T3|OR2T34|OXR1|PCAT1|PIK3CA|PKHD1L1|PLD5|PLEKHA6|PVT1|RAD21|RGS7|RN7SL350P|RYR2|SETDB1|SHANK2|SLC26A7|SLC52A2|SPTA1|TACC1|TCHH|TG|TMEM74|TP53|TRIM67|TRPS1|TTN|UBR5|USH2A|WHSC1L1|ZNF670|ZP4
117,74,ADCK5|ANO1|ARC|ARHGAP39|BAG4|BAI1|CCDC166|CDH1|CNBD1|COL14A1|COL22A1|CSMD1|CSMD3|CYP11B1|ECM1|EPPK1|ERBB2|ERLIN2|EXO1|FGFR1|FLG|FMN2|GATA3|GDF6|GLI4|HMCN1|HSF1|INTS8|IRF2BP2|KCNQ3|KCNU1|KIAA1429|LINC00536|LY6D|MAPK15|MATN2|MIR2053|MIR30D|MYC|MYEOV|NCALD|NID1|NOTCH2|NOV|OBSCN|OR14K1|OR2C3|OR2T2|OR2T3|OR2T34|ORAOV1|PARP10|PDE4DIP|PDP1|PIK3CA|PLD5|PLEKHA6|PLEKHF2|PPFIA1|RECQL4|RIMS2|RN7SL350P|RYR2|SCRIB|SHANK2|SLC52A2|TACC1|TAF2|TCHH|TP53|TTN|ZFPM2|ZNF670|ZP4
118,47,AHCTF1|ARNT|CDC42BPA|CDH1|CNBD1|CSMD3|DNAH14|ERBB2|FAM135B|FAM49B|GATA3|GLI4|HEATR1|HMCN1|INTS8|IRF2BP2|KCNQ3|NLRP3|NOTCH2|OBSCN|OR14A16|OR2AK2|OR2C3|OR2L13|OR2L2|OR2T2|OR2T27|OR2T3|OR2T33|ORAOV1|OXR1|PDE4DIP|PIK3CA|PLEKHA6|POU5F1B|RAB11FIP1|RYR2|SPTA1|TAF2|TARBP1|TARS2|TCHH|TP53|TRIQK|TTN|UBR5|ZP4
119,63,ADCK5|ADCY8|AHCTF1|ANO1|ASH1L|ASH2L|BAG4|CDC42BPA|CDH1|COL14A1|CSMD1|DENND3|EFR3A|EIF3H|ENPP2|ERBB2|FER1L6|FLG|FMN2|GATA3|GPR137B|HMCN1|HSF1|KCNU1|LINC00536|LRP12|MATN2|MTSS1|MYC|MYEOV|NOTCH2|OR2L3|OR2T2|OR2T3|OR2T33|ORAOV1|OXR1|PCAT1|PDE4DIP|PIK3CA|PKHD1L1|PLD5|PLEKHA6|PVT1|RIMS2|RYR2|SDCCAG8|SHANK2|SLC26A7|SLC30A8|SLC52A2|SPTA1|TARBP1|TCHH|TP53|TRPS1|TTN|USH2A|VPS13B|ZFAT|ZNF623|ZNF670|ZNF695
120,57,ABRA|BAALC|CA14|CCDC166|CDH1|CNBD1|COL14A1|CSMD1|CSMD3|CTTN|CYP11B2|EFR3A|ERBB2|ERLIN2|EXT1|FAM135B|FAM49B|FLG2|GDF6|GLI4|HHLA1|KCNQ3|LAPTM4B|MYEOV|NDUFB9|NECAB1|NSMCE2|OR2M5|OXR1|PDP1|PIK3CA|PKHD1L1|PLEC|PLEKHF2|POU5F1B|PTK2|RAB11FIP1|RIMS2|RN7SKP153|RN7SL350P|RNF139|SHANK2|SLC52A2|SPTA1|SYBU|TARBP1|TBC1D31|TCHH|TG|TP53|TRIQK|TRPS1|TTN|USH2A|VPS13B|ZFPM2|ZNF251
121,65,ADCK5|AGO2|AHCTF1|ANO1|ARC|ARHGAP39|ATAD2|BAG4|CDC42BPA|CDH1|CNBD1|COL14A1|COL22A1|CSMD1|CSMD3|CTTN|CYP11B1|ENPP2|ERBB2|FAM135B|FAM49B|FGFR1|FLG|FLG2|GATA3|GLI4|GRHL2|HSF1|KCNU1|MYEOV|NOTCH2|OBSCN|OR2AK2|OR2L3|OR2T2|OR2T33|OR2T34|ORAOV1|OXR1|PCAT1|PDE4DIP|PIK3CA|PKHD1L1|PLD5|PLEC|PLEKHF2|POU5F1B|PVT1|RN7SKP226|RN7SL350P|RYR2|SHANK2|SLC26A7|SLC52A2|SPTA1|TARBP1|TCHH|TP53|TRIB1|TRPS1|TTN|UBR5|ZFAT|ZP4|snoU13|ENSG00000238656.1
122,46,ACTN2|AHCTF1|AKT3|ARC|BAALC|BAG4|CA14|CASC7|CDC42BPA|CDH1|CDH17|CEP170|CSMD1|CSMD3|DNAH14|FGF4|GATA3|HHLA1|HMCN1|KCNU1|MYEOV|NLRP3|NOTCH2|OBSCN|ODF1|OR2AK2|OR2T2|OR2T3|OR2T33|OR2T34|OXR1|PIK3CA|PLEKHA6|PPFIA1|RIMS2|RYR2|SIPA1L2|SYBU|TARBP1|TP53|TSNARE1|TTN|USH2A|ZNF496|ZNF670|ZP4
123,67,AHCTF1|ARID4B|ASH1L|BRF2|C8orf37|CDH1|COL14A1|COL22A1|CSMD1|CSMD3|CTTN|CYP11B1|CYP11B2|DENND3|DNAH14|DPY19L4|EFR3A|ENPP2|EPPK1|ERBB2|ERLIN2|EXT1|GATA3|GLI4|GRHL2|HMCN1|KCNQ3|KCNU1|LRP12|MAL2|MYC|MYEOV|NDRG1|NDUFB9|NOTCH2|OBSCN|OR2AK2|OR2T1|OR2T3|OR2T34|OXR1|PIK3CA|PKHD1L1|PPFIA1|RAD54B|RECQL4|RN7SL350P|RUNX1T1|RYR2|SHANK2|SLC26A7|SMYD3|SPTA1|STAR|TARBP1|TCHH|TMEM67|TMEM71|TP53|TRPS1|TTN|USH2A|VPS13B|ZFAT|ZNF670|ZNF695|ZP4
124,65,ABRA|AHCTF1|ANO1|ARHGAP39|ARID4B|ARNT|CA14|CDH1|CNBD1|CPQ|CSMD1|CSMD3|CYP11B1|CYP11B2|DENND3|DPYS|EFR3A|ENPP2|ERBB2|FAM135B|FER1L6|FLG2|GATA3|GLI4|HHLA1|INTS8|KHDRBS3|MIR2053|NDUFB9|NLRP3|NOTCH2|OR2G6|OR2L3|OR2T1|OR2T2|ORAOV1|OXR1|PARP10|PDE4DIP|PIK3CA|PLEKHA6|PLEKHF2|POP1|POU5F1B|PPFIA1|RAD54B|RIMS2|RN7SL350P|RNF19A|RUNX1T1|RYR2|SNX31|TACC1|TARBP1|TARS2|TBC1D31|TMEM74|TP53|TRAPPC9|TRIM67|TTN|UBR5|ZFPM2|ZNF670|ZP4
125,53,ADCK5|ADCY8|AHCTF1|ARNT|ASH2L|BAALC|BAG4|BAI1|CDC42BPA|CDH1|COL22A1|CSMD1|CSMD3|CYP11B1|DNAH14|FER1L6|FLG|GATA3|HHLA1|HSF1|IRF2BP2|KCNU1|LY6D|MYEOV|NDRG1|NDUFB9|OBSCN|OR2AK2|OR2C3|OR2T2|ORAOV1|OXR1|PCAT1|PIK3CA|PLEC|PPFIA1|PUF60|PVT1|RAB11FIP1|RECQL4|RYR2|SLC52A2|TAF2|TARBP1|TRAPPC9|TRIM67|TTN|USH2A|VPS13B|ZFAT|ZNF670|ZP4|snoU13|ENSG00000238372.1
126,70,ADSS|AKT3|ANO1|ARID4B|BAG4|CDC42BPA|CDH1|CEP170|COL14A1|CPSF1|CSMD1|CSMD3|CYP11B1|EFR3A|EIF3H|ERBB2|ERLIN2|GATA3|GDF6|GPR137B|HHLA1|HMCN1|IRF2BP2|KCNQ3|KCNS2|KHDRBS3|KMO|LINC00536|LY6D|MIR1208|MIR548AA1|MYC|MYEOV|NDUFB9|OR2AK2|OR2T2|OR2T3|OR2T34|PIK3CA|PLD5|PLEKHA6|PLEKHF2|PVT1|RAD54B|RECQL4|RGS7|RIMS2|RN7SKP226|RNF139|RUNX1T1|RYR2|SDCCAG8|SLC26A7|SNX31|SPTA1|TACC1|TBC1D31|TG|TMEM74|TP53|TRAPPC9|TRIM67|TRPS1|TSNARE1|TTN|UBR5|USH2A|WHSC1L1|ZFPM2|ZNF670
127,65,ABRA|ADCK5|ADSS|AHCTF1|AKT3|ANO1|ASH1L|ATAD2|BRF2|CA14|CEP170|COL14A1|COL22A1|CPQ|CSMD1|CSMD3|DENND3|DNAH14|DSCC1|ENPP2|ERBB2|FAM135B|FGFR1|FLG|GATA3|GDF6|GRHL2|HMCN1|HSF1|KCNQ3|LYST|MFSD3|MTBP|MYEOV|NDUFB9|NOTCH2|OBSCN|OR2AK2|OR2B11|OR2C3|OR2T2|OR2T3|PIK3CA|PKHD1L1|PLD5|PVT1|RIMS2|RN7SKP226|RNF19A|RUNX1T1|RYR2|SLC26A7|SLC39A4|SLC52A2|SNX31|SPTA1|SYBU|TARS2|TCHH|TFB2M|TP53|TTN|USH2A|ZFPM2|ZP4
128,77,ADAMTSL4|ADCK5|ADCY8|AHCTF1|AKT3|ASH1L|BAALC|BAG4|CDH1|COA6|CSMD1|CSMD3|DENND3|ECM1|ERBB2|ERLIN2|EXO1|FAM49B|FAM91A1|FGF4|FLG|FMN2|GATA3|GPR137B|HHLA1|HMCN1|HSF1|KCNQ3|LRP12|MIR2053|MIR30D|MROH5|MYEOV|NDUFB9|NECAB1|NOTCH2|OBSCN|OR13G1|OR2B11|OR2L3|OR2M5|OR2T1|OR2T2|OR2T34|ORAOV1|PCAT1|PDE4DIP|PIK3CA|PLD5|PLEKHA6|PLEKHF2|POU5F1B|PVT1|RIMS2|RUNX1T1|RYR2|SHANK2|SLC26A7|SLC52A2|SNX31|SPTA1|TARBP1|TCHH|TMEM71|TMEM74|TMEM75|TP53|TRAPPC9|TRIM67|TRIQK|TRPS1|TTN|UBR5|USH2A|ZFPM2|ZNF251|ZNF670
129,73,ADCK5|AHCTF1|ARC|ARHGAP39|ARID4B|ASH1L|BAALC|BAI1|CCDC166|CDC42BPA|CDH1|CNBD1|COL22A1|CSMD3|CYP11B1|DCAF13|DNAH14|EFR3A|ENPP2|ERBB2|ERLIN2|FAM49B|FER1L6|FGFR1|FMN2|GATA3|GLI4|GPR137B|GSDMC|HHLA1|HSF1|INTS8|IRF2BP2|KCNU1|KMO|LINC00536|LRRC6|MAPK15|MIR30D|MTSS1|NDUFB9|NOTCH2|NSMCE2|OR2AK2|OR2C3|OR2L3|OR2T2|OR2T33|ORAOV1|PCAT1|PDP1|PIK3CA|PLD5|PLEKHA6|PTK2|PVT1|RAD54B|RIMS2|RNF139|RUNX1T1|SYBU|TACC1|TAF2|TARBP1|TCHH|TP53|TRAPPC9|TRPS1|TTN|USH2A|ZFAT|ZFPM2|ZNF695
130,60,ACTN2|ADCK5|AHCTF1|ARC|ARHGAP39|ASH1L|ASH2L|BCL9|CDH1|CDH17|CNBD1|COL22A1|CSMD1|CSMD3|CYP11B1|DNAH14|DPY19L4|FAM135B|FAM49B|GATA3|GLI4|GPR137B|HHLA1|HMCN1|LRRC6|MYC|MYEOV|NDRG1|NOTCH2|OBSCN|OC90|OR2L3|OR2T2|OR2T3|OR2T5|OXR1|PIK3CA|PLEC|PLEKHA6|PLEKHF2|PPFIA1|RAD54B|RIMS2|RN7SKP155|RYR2|SLC52A2|TACC1|TARBP1|TBC1D31|TP53|TRAPPC9|TRIM67|TRPS1|TTN|USH2A|VPS13B|ZFPM2|ZNF623|ZNF670|ZP4
131,67,ADCY8|ANO1|ANXA13|ARID4B|ASAP1|ASH1L|ATAD2|CA14|CDH1|CDH17|COL22A1|CSMD1|CSMD3|CTTN|CYP11B1|DNAH14|EPPK1|ERBB2|FAM135B|FAM49B|FAM84B|FAM91A1|FGFR1|FLG|FMN2|GATA3|GLI4|GPR137B|GSDMC|KCNU1|LINC00536|MIR1208|MIR599|MROH5|MYEOV|NDUFB9|NOTCH2|NSMCE2|OBSCN|OR14K1|OR2AK2|OR2C3|OR2L3|OR2T2|ORAOV1|OXR1|PCAT1|PIK3CA|PKHD1L1|PLD5|PLEKHA6|RIMS2|SPTA1|STAR|TACC1|TBC1D31|TCHH|TG|TMEM75|TP53|TRIM67|TRPS1|TTN|ZFAT|ZFPM2|ZP4|snoU13|ENSG00000238372.1
