Tree,unique_gene_count,genes
166,67,ABRA|AHCTF1|ANGPT1|ANO1|ARHGAP39|ASH1L|ATAD2|BAALC|BAI1|CA14|CCDC166|CDH1|COL22A1|CPSF1|CTTN|CYP11B2|ERBB2|ERLIN2|FAM135B|FGF19|FGF4|FLG|FLG2|GDF6|GOT1L1|GPR137B|HHLA1|HMCN1|HSF1|KCNU1|LETM2|MIR30D|MTDH|MYC|MYEOV|OBSCN|OR2AK2|OR2C3|OR2L13|OR2L2|OR2T1|OR2T2|OR2T3|OR2T34|ORAOV1|PIK3CA|PLD5|PLEKHA6|PROSC|PVT1|RIMS2|RNF139|RYR2|SCRIB|SDCCAG8|SLC52A2|SNX31|SPTA1|TACC1|TCHH|TFB2M|TG|TP53|TRAPPC9|TRIM67|TTN|ZFPM2
167,64,ADCY8|ANGPT1|ANO1|ARNT|ASH1L|BAALC|BAG4|BAI1|CCDC166|CDC42BPA|CDH1|CSMD1|CSMD3|DNAH14|EPPK1|ERBB2|ERLIN2|FER1L6|FLG|FLG2|GATA3|GDF6|HHLA1|HMCN1|HORMAD1|HSF1|INTS8|KCNQ3|KCNU1|LINC00536|LYST|MAPK15|MIR599|MYC|MYEOV|NOTCH2|OBSCN|OPLAH|OR2C3|OR2T2|OR2T33|ORAOV1|PDE4DIP|PIK3CA|PLD5|RAD21|RAD54B|RIMS2|RUNX1T1|RYR2|SHANK2|SNX31|TARBP1|TCHH|TG|TMEM74|TMEM75|TP53|TRAPPC9|TRPS1|TTN|WHSC1L1|ZFPM2|ZP4
168,64,ADCY8|ADSS|AHCTF1|AKT3|ANO1|ATP6V1C1|BAALC|CDC42BPA|CDH1|CEP170|CSMD1|DENND3|DNAH14|ECM1|ENPP2|ERLIN2|FAM83A|GATA3|GLI4|GPR137B|HHLA1|HMCN1|MATN2|MED30|MIR30D|MIR3150B|MIR548AA1|MYEOV|NDUFB9|NOTCH2|OBSCN|OR14A16|OR2C3|OR2L3|OR2T3|ORAOV1|OXR1|PIK3CA|PKHD1L1|PLD5|PLEKHA6|POU5F1B|PPFIA1|RAD21|RIMS2|RN7SL350P|RNF139|RYR2|SDCCAG8|SETDB1|SHANK2|SLC52A2|SNTB1|SPTA1|TACC1|TARBP1|TP53|TTN|UBR5|USH2A|VPS13B|ZFAT|ZNF670|ZP4
169,58,ADCK5|ANO1|ARID4B|ARNT|ATAD2|BAALC|BAI1|BCL9|CDH1|CSMD1|CSMD3|CYP11B1|CYP11B2|DENND3|EIF3H|ERBB2|ERLIN2|ESRP1|FAM135B|FER1L6|FGFR1|GATA3|GPR124|INTS8|KCNQ3|KCNU1|LRRC6|MYEOV|NDUFB9|NLRP3|NOTCH2|OR2B11|OR2L2|OR2T1|OR2T2|PIK3CA|PKHD1L1|PLD5|POU5F1B|PPFIA1|RN7SL350P|RYR2|SDC2|SLC26A7|SYBU|TARS2|TCHH|TFB2M|TG|TP53|TTN|USH2A|VPS13B|ZFAT|ZFPM2|ZHX1|ZNF251|ZNF623
170,65,ADCK5|ANO1|BAG4|BAI1|CA14|CASC7|CDH1|COL22A1|CSMD1|CSMD3|CYP11B1|DENND3|ENPP2|EPPK1|FAM135B|FER1L6|FLG|GATA3|GDF6|GRHL2|GSDMC|HEATR1|HSF1|INTS8|KCNQ3|KCNU1|KIAA1429|LINC00536|LY6D|MROH5|MYEOV|NDUFB9|NSMCE2|OR2T2|ORAOV1|OXR1|PHF20L1|PIK3CA|PLEKHA6|PLEKHF2|PPFIA1|PTK2|RIMS2|RN7SL350P|RNF139|RUNX1T1|SCRIB|SHANK2|SLC26A7|SNORA12|ENSG00000212342.1|SPTA1|STAR|TAF2|TARS2|TBC1D31|TCHH|TG|TMEM74|TP53|TRIB1|TRIQK|TRPS1|TTN|WHSC1L1|ZFPM2
171,62,ADCK5|ADCY8|ADSS|AHCTF1|ANO1|ARHGAP39|ASAP1|ASH1L|BAALC|BAG4|BCL9|CDH1|CDH17|COL22A1|CSMD3|DENND3|DPY19L4|EFR3A|ERBB2|ERLIN2|FAM135B|FAM91A1|FER1L6|FLG|FMN2|GATA3|HHLA1|HMCN1|IRF2BP2|KCNQ3|LINC00536|MIR30D|MYEOV|NOTCH2|OBSCN|OC90|OR2T1|OR2T2|OR2T3|OR2T8|OXR1|PCNXL2|PDE4DIP|PIK3CA|PKHD1L1|PLEKHA6|PLEKHF2|POU5F1B|RNF139|RUNX1T1|RYR2|SHANK2|SLC26A7|SPTA1|TCHH|TG|TP53|TP53INP1|TRIQK|TRPS1|TTN|ZP4
172,78,ABRA|ADCK5|ADSS|AHCTF1|ANO1|ARC|ARHGAP39|ARID4B|BAALC|BAI1|BCL9|CDH1|CEP170|COL14A1|COL22A1|CSMD1|CSMD3|DENND3|EFR3A|EPPK1|ERBB2|ERLIN2|EXO1|FAM135B|FLG|GATA3|GDF6|GLI4|GPR137B|HMCN1|HORMAD1|HSF1|INTS8|KCNQ3|KIF26B|LINC00536|LRP12|LY6D|MTBP|MYEOV|NOTCH2|OBSCN|OR14K1|OR2AK2|OR2L2|OR2T2|OR2T3|OR2T33|OR2T34|OR2W3|ORAOV1|OXR1|PDE4DIP|PIK3CA|PLD5|PLEKHA6|POP1|PPFIA1|PVT1|RIMS2|RN7SL350P|SLC30A8|SNX31|SPTA1|TACC1|TCHH|TG|TMEM74|TP53|TRAPPC9|TRPS1|TTN|UBR5|USH2A|ZFPM2|ZNF670|ZNF695|ZP4
173,55,ADCK5|AHCTF1|ANGPT1|BAI1|CASC8|CCDC166|CEP170|CNBD1|COL14A1|COL22A1|CPSF1|CSMD1|CSMD3|DENND3|DNAH14|EFR3A|ERBB2|FAM135B|FGF4|FGFR1|FMN2|GATA3|GLI4|KCNV1|MFSD3|MIR30D|MTBP|MTSS1|MYEOV|NSMCE2|OBSCN|OR2M2|ORAOV1|OXR1|PCAT1|PKHD1L1|PLD5|PLEKHA6|RIMS2|RN7SL350P|RUNX1T1|SDC2|SETDB1|TACC1|TAF2|TBC1D31|TMEM75|TP53|TRPS1|TSNARE1|VPS13B|WISP1|ZFPM2|ZNF251|snoU13|ENSG00000238372.1
174,48,ABRA|ACTN2|AHCTF1|ASH1L|ATP6V1C1|CASC7|CNBD1|COL22A1|CSMD1|CYP11B1|EFR3A|EPPK1|ERLIN2|FAM135B|FLG|GATA3|GDF6|GLI4|KCNU1|KLHL38|LRP12|LRRC24|LY6D|MFSD3|MIR1208|MIR30D|MTSS1|MYEOV|NECAB1|NLRP3|NOV|NSMCE2|OR2L2|ORAOV1|PIK3CA|POU5F1B|PPAPDC1B|RECQL4|RN7SL350P|RUNX1T1|SLC26A7|SPTA1|TMEM75|TRIQK|UBR5|VPS13B|ZFPM2|ZHX1
175,74,ACTN2|ADSS|AGO2|AHCTF1|AKT3|ANO1|ARC|ARID4B|BCL9|CA14|CDH1|COL14A1|COL22A1|CSMD3|CYP11B1|CYP11B2|DPY19L4|DSCC1|EIF3H|EPPK1|ERBB2|ERLIN2|EXT1|FAM91A1|FGFR1|FLG|FLG2|GATA3|HHLA1|HSF1|INTS8|KCNQ3|KIAA1429|MYC|MYEOV|NID1|NOTCH2|OR14K1|OR2AK2|OR2L2|OR2L3|OR2L8|OR2T2|OR2T3|OR2T34|PDE4DIP|PIK3CA|PLD5|PLEC|PLEKHF2|POU5F1B|PVT1|RAD54B|RIMS2|RUNX1T1|RYR2|SPTA1|TACC1|TARBP1|TBC1D31|TCHH|TFB2M|TMEM67|TMEM71|TP53|TRAPPC9|TRPS1|TTN|UBR5|WISP1|ZFAT|ZFPM2|ZNF670|ZP4
176,46,ADSS|AHCTF1|ATAD2|CDC42BPA|CDH1|CSMD1|CYP11B1|DDHD2|DESI2|DNAH14|EMC2|EPPK1|ERBB2|FLG|FMN2|GATA3|GPR137B|GRHL2|HHLA1|HMCN1|KMO|LYST|MED30|NOTCH2|NSMCE2|OBSCN|OR2AK2|OR2C3|OR2L13|OR2T2|OR2T34|PIK3CA|PLD5|PLEKHA6|RGS7|RUNX1T1|RYR2|SDC2|SHANK2|TARBP1|TCHH|TP53|TRIM67|UBR5|USH2A|ZP4
177,54,ANO1|BAALC|BAG4|BAI1|CCDC166|CDH1|COL22A1|CSMD1|CSMD3|CYP11B1|DCAF13|DGAT1|EFR3A|EPPK1|ERLIN2|FLG|GATA3|GPR137B|HHLA1|HSF1|INTS8|IRF2BP2|LETM2|LRRC6|LY6D|MATN2|MIR30D|NDUFB9|NECAB1|NID1|NIPAL2|OBSCN|OR2T1|OR2T2|OR2T3|PIK3CA|PKHD1L1|POU5F1B|RGS7|RIMS2|RNF139|RUNX1T1|SNX31|TACC1|TARBP1|TP53|TRAPPC9|TRIM67|TRPS1|TTN|USH2A|ZFPM2|ZNF670|ZP4
178,52,ADSS|AHCTF1|ASH1L|CA14|CDC42BPA|CDH1|CEP170|COL14A1|CSMD1|CSMD3|CYP11B1|ENPP2|ERBB2|ERLIN2|EXO1|FLG|GATA3|HHLA1|HMCN1|KCNU1|KIF26B|MED30|NECAB1|OBSCN|OPLAH|OR2L13|OR2T34|OR2T35|ORAOV1|OXR1|PIK3CA|PLD5|PLEKHA6|PPFIA1|RECQL4|RGS7|RPL8|RYR2|SETDB1|SIPA1L2|TARBP1|TCHH|TP53|TRAPPC9|TRPS1|TTN|UBR5|USH2A|ZNF250|ZNF496|ZNF670|ZP4
179,63,AHCTF1|BAG4|BCL9|CDH1|CDH17|COL22A1|CSMD1|CSMD3|CYP11B2|DDHD2|DNAH14|ERBB2|FAM135B|FAM49B|FGF4|FLG|FLG2|GATA3|GPR137B|GRHL2|HMCN1|INTS8|KCNS2|KCNU1|LRP12|LRRC6|LYST|MIR30D|MYC|MYEOV|NDUFB9|NOTCH2|OBSCN|OR2AK2|OR2C3|OR2L8|OR2T2|OR2T3|OR2T34|PDE4DIP|PIK3CA|PKHD1L1|PLEC|PVT1|RAB11FIP1|RAD54B|RIMS2|RN7SL350P|RUNX1T1|RYR2|SDC2|SLC52A2|TACC1|TAF2|TARBP1|TG|TP53|TRIM67|TTN|USH2A|VPS13B|WHSC1L1|ZNF623
180,65,ACTN2|AKT3|ARHGAP39|BAG4|BAI1|CASC7|CDH1|CNBD1|COL14A1|COL22A1|CSMD1|CSMD3|CYP11B1|DENND3|EFR3A|ERBB2|ESRP1|FER1L6|FGFR1|FLG|GATA3|GLI4|GPR137B|HHLA1|HMCN1|INTS8|KCNQ3|KCNU1|LINC00977|MIR548AA1|MTBP|MTDH|MYC|NLRP3|NOTCH2|OC90|ORAOV1|OXR1|PCNXL2|PIK3CA|PLEKHA6|PLEKHF2|RAB11FIP1|RAD21|RGS7|RIMS2|RUNX1T1|RYR2|SHANK2|SLC26A7|SNTB1|SNX31|SPTA1|TACC1|TAF2|TARBP1|TP53|TRIM67|TRPS1|TTN|USH2A|VPS13B|WHSC1L1|WISP1|ZFPM2
181,58,ACTN2|ADCK5|ADCY8|AHCTF1|ANO1|BAALC|CA14|CDH1|COL14A1|COL22A1|CSMD1|CSMD3|DNAH14|DSCC1|EPPK1|ERBB2|ERLIN2|FAM49B|FER1L6|FLG2|FMN2|GATA3|GLI4|HMCN1|INTS8|KCNU1|MYC|MYEOV|NOTCH2|OBSCN|OR2M5|OR2T1|OR2T34|ORAOV1|OXR1|PDE4DIP|PIK3CA|PLD5|PLEKHA6|PVT1|RAD54B|RIMS2|RUNX1T1|RYR2|SHANK2|SPTA1|TARBP1|TCHH|TG|TP53|TRPS1|TTN|USH2A|WHSC1L1|YWHAZ|ZFAT|ZFPM2|ZNF670
182,68,ABRA|ACTN2|ADCK5|AHCTF1|ANGPT1|ANO1|ARHGAP39|ASH1L|BAG4|BCL9|CCND1|CDH1|CDH17|COL14A1|COL22A1|CSMD1|CSMD3|DESI2|EFR3A|EPPK1|ERBB2|ERLIN2|FLG|GATA3|HMCN1|HSF1|KCNQ3|KCNU1|MIR1208|MYEOV|NCALD|NDUFB9|NID1|NOTCH2|OBSCN|OR2AK2|OR2L3|OR2T1|OR2T27|OR2T3|OR2T34|OR2T4|ORAOV1|OXR1|PDE4DIP|PIK3CA|PKHD1L1|PTK2|RAD54B|RGS22|RIMS2|RN7SL350P|RNA5SP276|RYR2|SDCCAG8|SHANK2|SLC26A7|SPTA1|TACC1|TARBP1|TCHH|TMEM75|TP53|TRIM67|TTN|ZFPM2|ZNF670|ZP4
183,62,ADCK5|ADCY8|ANO1|ASH1L|ATP6V1C1|BAALC|BAI1|C1orf101|CA14|CCAT1|CDH1|COL22A1|CPSF1|CSMD1|CTTN|DNAH14|DPY19L4|DSCC1|EFR3A|ERBB2|ERLIN2|FLG|FMN2|GATA3|GEM|GPR137B|GSDMC|HMCN1|HSF1|KCNQ3|KCNU1|MATN2|MED30|MIR30D|MYEOV|NOTCH2|OR2B11|OR2L13|OR2T3|ORAOV1|PIK3CA|PLEKHA6|RAB11FIP1|RAD21|RAD54B|RIMS2|RUNX1T1|RYR2|SLC26A7|SLC52A2|SPTA1|STAR|TFB2M|TG|TMEM75|TP53|TTN|VPS13B|ZFPM2|ZNF623|ZNF670|ZP4
184,63,ADCY8|ADSS|ANGPT1|ANO1|ASH1L|BAALC|C8orf86|CA14|CDC42BPA|CDH1|CNST|CSMD1|CSMD3|CYP11B1|DENND3|DNAH14|EFR3A|ERBB2|ERLIN2|FAM135B|FER1L6|FGF4|GATA3|HMCN1|KCNQ3|LRP12|MYEOV|NDUFB9|NOV|OBSCN|OR14K1|OR2G6|OR2L2|OR2T1|OR2T2|OR2T3|OR2T34|OXR1|PCAT1|PDE4DIP|PIK3CA|PLEKHA6|RAD54B|RECQL4|RN7SL350P|RYR2|SHANK2|SLC52A2|SPTA1|TARS2|TMEM75|TP53|TRIM67|TRPS1|TTN|USH2A|WISP1|ZFPM2|ZHX1|ZNF251|ZNF670|ZNF703|ZP4
185,61,ADCY8|ARID4B|ASH1L|BAG4|BAI1|CA14|CDH1|CEP170|CNBD1|COLEC10|CPSF1|CSMD1|CSMD3|CTTN|DNAH14|EFR3A|ENPP2|ERBB2|ERLIN2|FLG|FMN2|GATA3|GOT1L1|GPR137B|GRHL2|HMCN1|KCNQ3|KIF26B|LRP12|LYST|MATN2|MIR30D|MYEOV|OR2AK2|OR2L3|OR2T3|OXR1|PIK3CA|PLD5|PLEC|PLEKHA6|PPFIA1|RIMS2|RN7SL350P|SDC2|SDCCAG8|SLC26A7|SNX31|SPTA1|TBC1D31|TCHH|TFB2M|TMEM71|TP53|TRAPPC9|TRPS1|TTN|USH2A|VPS13B|ZFPM2|ZNF496
186,64,ABRA|ADCY8|AHCTF1|ARC|ASAP1|BAALC|CDH1|CDH17|COL14A1|COL22A1|CSMD1|DNAH14|EFR3A|EPPK1|ERBB2|FAM49B|FMN2|GATA3|GRHL2|GSDMC|HMCN1|HSF1|INTS8|IRF2BP2|KCNQ3|KCNU1|KIAA0196|LYST|MIR2053|MTBP|MYEOV|NID1|NOTCH2|OBSCN|OC90|OR2AK2|OR2C3|OR2L3|OXR1|PDE4DIP|PIK3CA|PLD5|PLEKHA6|PVT1|RGS22|RIMS2|RN7SL350P|RYR2|SDC2|SLC26A7|SPTA1|TARBP1|TCHH|TFB2M|TG|TMEM75|TP53|TRPS1|TTN|USH2A|WHSC1L1|ZFPM2|ZNF670|ZP4
187,78,ABRA|ADAMTSL4|ADCY8|ADSS|AGO2|AHCTF1|BAALC|BAG4|BAI1|CA14|CEP170|CNBD1|COL22A1|CPQ|CSMD1|CSMD3|CYP11B1|CYP11B2|DCAF13|DENND3|DNAH14|EFR3A|ERBB2|ERLIN2|FAM135B|FLG|FLG2|FMN2|GATA3|GDF6|GRHL2|HHLA1|HMCN1|HSF1|KIAA1429|LY6D|MED30|MFSD3|MYC|MYEOV|NDUFB9|NOTCH2|NUDCD1|OBSCN|OR2AK2|OR2C3|OR2T1|OR2T2|OR2T3|PARP10|PDE4DIP|PIK3CA|PLD5|PLEC|PLEKHA6|PPFIA1|PTK2|PVT1|RAB11FIP1|RAD21|RIMS2|RN7SL350P|SETDB1|SHANK2|SLC26A7|SLC52A2|SNX31|SPTA1|TCHH|TG|TP53|TRPS1|TTN|USH2A|ZFAT|ZFPM2|ZNF670|ZP4
188,59,AHCTF1|ANO1|ARC|BCL9|CDC42BPA|CDH1|CDH17|CEP170|CNBD1|CNST|CSMD1|CSMD3|ERBB2|FAM135B|FBXO43|FLG|FMN2|GATA3|GLI4|HHLA1|HSF1|IRF2BP2|KCNU1|LINC00536|MYC|MYEOV|NLRP3|NOTCH2|OBSCN|OR14A16|OR2AK2|OR2L2|OR2T1|OR2T2|OR2W3|PIK3CA|PKHD1L1|PPFIA1|PVT1|RAD54B|RECQL4|RGS7|RIMS2|RUNX1T1|RYR2|SLC26A7|SPTA1|TACC1|TARBP1|TFB2M|TG|TMEM75|TP53|TRPS1|TTN|USH2A|VPS13B|ZNF670|snoU13|ENSG00000238372.1
189,59,ACTN2|ADCK5|ADSS|AHCTF1|ANO1|ARC|ARID4B|ATAD2|CA14|CDC42BPA|CDH1|CNBD1|CSMD1|CYP11B2|DENND3|EFR3A|ENPP2|ERBB2|ERLIN2|FGFR1|FLG|GATA3|GPR137B|HHLA1|KCNQ3|KCNU1|LYST|MYEOV|NID1|NOTCH2|OBSCN|OR2L2|OR2L3|OR2T1|OR2T2|OR2T3|OR2T34|PDE4DIP|PIK3CA|PLD5|PPFIA1|RGS7|RYR2|SLC52A2|SPTA1|TACC1|TARBP1|TARS2|TCHH|TG|TMEM67|TP53|TRAPPC9|TRIM67|TRPS1|TTN|USH2A|VPS13B|ZNF670
190,71,ABRA|AHCTF1|ANGPT1|ANXA13|ASH1L|ATAD2|ATP6V1C1|BAALC|BCL9|CDH1|CDH17|CEP170|COL14A1|COL22A1|CSMD3|DCAF13|DNAH14|DPY19L4|ERBB2|FLG|GATA3|GRHL2|HMCN1|INTS8|IRF2BP2|KHDRBS3|KMO|LAPTM4B|LRP12|MIR2053|MIR3150B|MYC|MYEOV|NOTCH2|NSMCE2|OBSCN|OR2AK2|OR2C3|OR2T2|OR2T33|OR2T34|ORAOV1|OXR1|PDE4DIP|PIK3CA|PKHD1L1|PLD5|PLEKHF2|PPFIA1|RAD21|RECQL4|RGS7|RIMS2|RYR2|SHANK2|SPTA1|TACC1|TCHH|TG|TMEM74|TMEM75|TP53|TRIM67|TTN|USH2A|VPS13B|WHSC1L1|ZFPM2|ZNF496|ZNF670|ZP4
191,59,ADCK5|AHCTF1|ARC|ASAP1|BAG4|BAI1|CASC7|CCDC166|COL22A1|CSMD1|CYP11B2|DENND3|DNAH14|ENPP2|EPPK1|ERBB2|ESRP1|FAM135B|FER1L6|FLG|GATA3|GLI4|GPR137B|INTS8|IRF2BP2|KHDRBS3|KMO|MFSD3|MROH5|MYEOV|OR2AK2|OR2C3|OR2L3|OR2T2|ORAOV1|PARP10|PIK3CA|PLEC|RN7SL350P|RYR2|SCRIB|SHANK2|SLC26A7|SLC30A8|SLC45A4|SLC52A2|SPTA1|TACC1|TG|TMEM71|TMEM74|TP53|TTN|USH2A|VPS13B|ZNF250|ZNF251|ZNF670|ZP4
192,69,ADCK5|ASH1L|BAI1|BCL9|C8orf37|CCAT1|CCND1|CDC42BPA|CDH1|CEP170|COL14A1|COL22A1|CSMD1|CSMD3|DENND3|DNAH14|EFR3A|EIF3H|ERBB2|FAM49B|FER1L6|FLG|FMN2|GATA3|GDF6|GLI4|GOT1L1|HMCN1|KCNK9|KCNU1|LINC00536|MATN2|MIR30D|MYEOV|NDUFB9|NOTCH2|OBSCN|OR2C3|OR2T1|OR2T2|OR2T3|OR2T33|OR2T34|ORAOV1|OXR1|PDE4DIP|PIK3CA|PKHD1L1|PLEKHA6|POU5F1B|PPFIA1|RAD21|RAD54B|RIMS2|RN7SL350P|RYR2|SLC52A2|TARS2|TCHH|TG|TP53|TRAPPC9|TTN|USH2A|VPS13B|ZFAT|ZFPM2|ZNF670|ZP4
193,61,ADCY8|ADSS|ARC|ATP6V1C1|CA14|CDC42BPA|CDH1|CDH17|CSMD1|CSMD3|CYP11B1|ERBB2|FER1L6|GATA3|GLI4|GPR137B|HEATR1|HSF1|IRF2BP2|KCNQ3|LYST|MAPK15|MIR30D|MIR599|MTSS1|MYEOV|NDUFB9|NID1|NIPAL2|NOTCH2|NOV|OBSCN|OR14K1|OR2AK2|OR2T1|OR2T3|ORAOV1|OXR1|PDE4DIP|PIK3CA|PLD5|PLEKHA6|PLEKHF2|PROSC|RAD54B|RECQL4|RIMS2|SLC25A32|SLC26A7|SLC52A2|TACC1|TARBP1|TG|TP53|TRIB1|TRIM67|USH2A|ZFPM2|ZNF16|ZNF623|ZNF670
194,65,ADCK5|ADCY8|ADSS|ANGPT1|ASH1L|BAI1|CDH1|CSMD1|EFR3A|ENPP2|ERBB2|FER1L6|FGFR1|GATA3|GDF6|GRHL2|GSDMC|HMCN1|KCNK9|KCNU1|LINC00536|LSM1|MAPK15|MIR30D|MYC|MYEOV|NLRP3|NOTCH2|OR13G1|OR14K1|OR2AK2|OR2B11|OR2T1|OR2T2|OR2T3|OR2T34|ORAOV1|OXR1|PDE4DIP|PIK3CA|PLEKHA6|POU5F1B|PPFIA1|PVT1|RAD54B|RIMS2|RN7SL350P|RUNX1T1|RYR2|SDCCAG8|SHANK2|SLC26A7|TAF2|TARBP1|TARS2|TCHH|TFB2M|TP53|TRPS1|TTN|UBR5|USH2A|VPS13B|ZFPM2|ZP4
195,66,ABRA|ADCK5|ADCY8|ADSS|AHCTF1|ANO1|ARC|ASH1L|ATAD2|ATP6V1C1|BCL9|CDC42BPA|CDH1|CEP170|CSMD1|CSMD3|DNAH14|EFR3A|ENPP2|ERBB2|FER1L6|FGF4|FLG|GATA3|HHLA1|HSF1|INTS8|KCNU1|LRRC6|MIR30D|MIR548AA1|MIR599|NOTCH2|NOV|OBSCN|OR13G1|OR14I1|OR14K1|OR2AK2|OR2T2|ORAOV1|PDE4DIP|PIK3CA|PKHD1L1|PLEC|PPFIA1|PVT1|RAD54B|RIMS2|RNF139|SDCCAG8|SHANK2|SLC26A7|SLC52A2|SPTA1|TARBP1|TBC1D31|TCHH|TP53|TRAPPC9|TRIM67|TRPS1|TTN|USH2A|VPS13B|WISP1
196,56,ABRA|ADCY8|AGO2|AHCTF1|ASH1L|ATP6V1C1|BAG4|BAI1|BCL9|CDH1|CNBD1|COL22A1|CSMD1|CSMD3|CTTN|CYP11B1|DENND3|DNAH14|ENPP2|ERBB2|FER1L6|FLG|FLG2|GATA3|GLI4|HHLA1|HSF1|KCNU1|KHDRBS3|KIF26B|MAPK15|MYEOV|NDUFB9|NOTCH2|NRBP2|OR2T2|OSR2|OXR1|PDE4DIP|PIK3CA|PLD5|PPFIA1|PVT1|RIMS2|RN7SL350P|RYR2|SHANK2|SPTA1|TMEM74|TP53|TRAPPC9|TRIM67|TRPS1|TTN|VPS13B|ZFPM2
197,63,AHCTF1|ANO1|ATAD2|BAALC|BAG4|CCDC166|CNBD1|CPSF1|CSMD1|CSMD3|DNAH14|DPY19L4|EFR3A|ENPP2|EPPK1|ERBB2|FAM135B|FGFR1|FLG|FMN2|GATA3|GDF6|GOT1L1|GPR137B|HMCN1|HSF1|KCNU1|KHDRBS3|LINC00536|LYST|MED30|MIR3151|MTSS1|MYC|NOTCH2|OR13G1|OR2T1|OR2T2|OSR2|PARP10|PDE4DIP|PIK3CA|PLD5|PLEC|PLEKHA6|PPAPDC1B|RIMS2|RN7SL350P|RYR2|SHANK2|SIPA1L2|SPTA1|TACC1|TG|TP53|TRIM67|TRPS1|TTN|UBR5|USH2A|VPS13B|ZP4|snoU13|ENSG00000238372.1
198,63,ADCY8|AHCTF1|ANO1|BAG4|BCL9|CA14|CDC42BPA|CDH1|CNBD1|CPQ|CSMD1|CSMD3|CTTN|DENND3|DNAH14|ENPP2|FAM135B|FGFR1|FLG|GATA3|GLI4|GOT1L1|GRHL2|HMCN1|KIAA1429|LINC00536|MYC|MYEOV|NOTCH2|OBSCN|OR14K1|OR2AK2|OR2C3|OR2L2|OR2L3|OR2T2|OR2T34|ORAOV1|OXR1|PIK3CA|PKHD1L1|PLD5|PLEC|PPFIA1|RIMS2|RN7SL350P|RYR2|SHANK2|SIPA1L2|SLC25A32|SLC52A2|SNX31|TACC1|TAF2|TARBP1|TCHH|TP53|TRPS1|TTN|ZFAT|ZFPM2|ZNF670|ZP4
199,67,ADCY8|AGO2|AHCTF1|ANO1|ARC|ATP6V1C1|BAG4|BAI1|BCL9|CDH1|CNBD1|COL22A1|CSMD1|CSMD3|DENND3|DNAH14|EFR3A|ENPP2|ERBB2|ERLIN2|FGFR1|FMN2|GATA3|GLI4|GPR137B|HMCN1|HSF1|INTS8|IRF2BP2|KCNQ3|KHDRBS3|LRP12|MYC|MYEOV|NDUFB9|NOTCH2|OBSCN|OR2AK2|OR2C3|OR2T2|OR2T33|OR2T34|PIK3CA|PKHD1L1|PLD5|PLEC|PPFIA1|PVT1|RAD21|RAD54B|RNF19A|SHANK2|SLC26A7|SLC30A8|SLC52A2|TARBP1|TBC1D31|TMEM71|TP53|TRAPPC9|TRIM58|TRIM67|TTN|VPS13B|ZFPM2|ZNF670|ZP4
200,55,ADCK5|ANO1|ASAP1|BAALC|BAG4|BAI1|BCL9|CDH1|COL22A1|CPSF1|CSMD1|CYP11B1|DENND3|DNAH14|EFR3A|EIF3H|ENPP2|ERLIN2|FAM135B|FER1L6|GATA3|GDF6|GLI4|GRHL2|GSDMC|HHLA1|LYST|MIR30D|MYC|MYEOV|NCALD|NDUFB9|OBSCN|OR2M2|PIK3CA|PPFIA1|RAB11FIP1|RAD54B|RIMS2|RYR2|SLC26A7|SLC52A2|SPTA1|TACC1|TAF2|TARBP1|TMEM74|TMEM75|TP53|TRPS1|TSNARE1|TTN|WHSC1L1|ZFPM2|ZP4
